ave_inputs,input_to_struc,input_to_meta,input_to_fast,input_to_slow,input_to_passive,turnoverTime_meta,turnoverTime_struc,turnoverTime_fast,turnoverTime_slow,turnoverTime_passive,struc_to_fast,struc_to_slow,meta_to_fast,fast_to_slow,slow_to_fast,slow_to_passive,passive_to_fast,meta_to_struc,meta_to_slow,meta_to_passive,struc_to_meta,struc_to_passive,fast_to_passive,fast_to_meta,slow_to_meta,passive_to_meta,fast_to_struc,slow_to_struc,passive_to_slow,passive_to_struc
260,0.2222222222222222,0.7777777777777778,0,0,0,3.5,9.5,10,50,2500,0.24499999999999997,0.105,0.35,0.4,0.36800000000000005,0.032,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
